feature,importance
total_eth_sent,0.17435245716265646
avg_tx_value,0.1439389123664578
max_tx_value,0.12144944761559659
incoming_tx_count,0.09903028038214552
total_eth_received,0.08992169357218165
total_tx_count,0.08151680986965168
active_days,0.06248602300932966
outgoing_tx_count,0.05254844011088953
unique_counterparties,0.04678609283554835
internal_tx_ratio,0.04625845663996434
unique_receivers,0.04435500002655146
unique_senders,0.03735638640902707
